Age,Gender,Category,Purchase Amount (USD),Location,Season,Review Rating,Previous Purchases,Frequency of Purchases
52,Male,Accessories,51,New York,Spring,4.3,47,Monthly
20,Male,Clothing,26,Pennsylvania,Summer,3.9,24,Every 3 Months
31,Male,Clothing,64,New Mexico,Summer,2.7,43,Monthly
33,Male,Accessories,51,Nebraska,Spring,4.7,14,Monthly
44,Male,Clothing,60,Wyoming,Spring,3.8,3,Quarterly
40,Male,Accessories,69,Mississippi,Spring,4.7,33,Quarterly
69,Male,Accessories,29,Arkansas,Spring,4.7,38,Fortnightly
29,Male,Clothing,91,Illinois,Spring,3.4,46,Weekly
54,Male,Accessories,70,Nevada,Spring,3.5,19,Every 3 Months
65,Male,Clothing,58,Rhode Island,Summer,4.0,20,Annually
54,Male,Accessories,98,West Virginia,Fall,3.3,42,Quarterly
60,Male,Accessories,68,Missouri,Summer,4.7,34,Monthly
43,Male,Accessories,44,Kentucky,Summer,2.8,5,Monthly
44,Male,Outerwear,45,Washington,Winter,3.3,3,Quarterly
69,Male,Clothing,99,Alaska,Spring,2.9,46,Every 3 Months
46,Male,Clothing,68,Mississippi,Spring,2.8,16,Annually
41,Male,Clothing,56,South Carolina,Spring,4.2,21,Bi-Weekly
32,Male,Clothing,43,Missouri,Winter,4.4,34,Bi-Weekly
26,Male,Accessories,99,New Jersey,Winter,3.6,9,Every 3 Months
61,Male,Accessories,56,Louisiana,Fall,2.7,36,Weekly
49,Male,Clothing,25,South Carolina,Spring,3.4,22,Monthly
53,Male,Clothing,74,Vermont,Winter,2.8,2,Quarterly
24,Male,Clothing,56,Arkansas,Winter,3.4,32,Monthly
37,Male,Footwear,47,Utah,Fall,2.6,29,Every 3 Months
43,Male,Clothing,67,Washington,Summer,4.1,27,Every 3 Months
31,Male,Clothing,22,Rhode Island,Winter,2.9,33,Fortnightly
49,Male,Clothing,34,Illinois,Spring,2.7,16,Monthly
69,Male,Clothing,64,Missouri,Spring,3.7,11,Quarterly
65,Male,Clothing,42,North Carolina,Spring,4.3,11,Fortnightly
41,Male,Clothing,82,Massachusetts,Winter,2.6,17,Bi-Weekly
37,Male,Accessories,81,Arkansas,Summer,4.3,37,Weekly
70,Male,Outerwear,24,South Dakota,Summer,4.1,18,Weekly
63,Male,Footwear,60,Georgia,Fall,4.2,13,Monthly
55,Male,Clothing,24,Arkansas,Spring,4.2,7,Weekly
52,Male,Clothing,78,Kansas,Winter,3.1,37,Quarterly
22,Male,Clothing,88,Arizona,Winter,4.9,8,Monthly
54,Male,Clothing,63,Massachusetts,Spring,4.4,11,Bi-Weekly
28,Male,Footwear,78,New Mexico,Summer,4.4,8,Bi-Weekly
67,Male,Clothing,37,Arkansas,Winter,3.4,31,Every 3 Months
59,Male,Footwear,94,Nebraska,Fall,4.5,26,Fortnightly
26,Male,Clothing,78,Hawaii,Fall,4.5,20,Bi-Weekly
24,Male,Outerwear,36,Nebraska,Winter,4.1,24,Fortnightly
62,Male,Clothing,24,Indiana,Winter,3.2,45,Bi-Weekly
70,Male,Footwear,84,Colorado,Spring,2.7,33,Monthly
45,Male,Clothing,47,Oregon,Spring,3.7,21,Monthly
58,Male,Clothing,51,Ohio,Fall,2.6,2,Fortnightly
31,Male,Footwear,84,Maine,Summer,2.7,28,Weekly
32,Male,Clothing,24,Iowa,Summer,2.7,18,Quarterly
36,Male,Clothing,97,Wisconsin,Fall,4.8,21,Fortnightly
25,Male,Clothing,89,New York,Winter,4.8,24,Monthly
48,Male,Accessories,44,Colorado,Spring,2.6,15,Every 3 Months
39,Male,Accessories,35,Illinois,Winter,4.5,38,Every 3 Months
26,Male,Clothing,91,Arizona,Winter,3.2,38,Bi-Weekly
32,Male,Accessories,63,Oklahoma,Winter,3.8,13,Fortnightly
54,Male,Accessories,97,Indiana,Spring,4.8,39,Bi-Weekly
38,Male,Footwear,38,Minnesota,Summer,4.1,8,Every 3 Months
46,Male,Outerwear,24,Pennsylvania,Spring,2.8,4,Quarterly
57,Male,Clothing,32,Indiana,Winter,3.9,6,Every 3 Months
49,Male,Accessories,90,Alabama,Summer,4.9,11,Every 3 Months
33,Male,Clothing,36,Montana,Summer,3.4,49,Monthly
54,Male,Accessories,37,New Mexico,Winter,4.1,30,Quarterly
47,Male,Clothing,51,Alaska,Summer,2.9,34,Monthly
36,Male,Accessories,71,Idaho,Fall,3.1,28,Monthly
68,Male,Accessories,50,Utah,Spring,3.6,36,Quarterly
60,Male,Accessories,74,Louisiana,Fall,3.5,18,Every 3 Months
55,Male,Clothing,75,Mississippi,Summer,3.4,4,Monthly
29,Male,Clothing,99,Mississippi,Spring,2.9,42,Quarterly
38,Male,Accessories,23,Indiana,Spring,4.7,11,Quarterly
70,Male,Footwear,53,Washington,Winter,4.4,31,Bi-Weekly
36,Male,Clothing,99,Nevada,Spring,2.6,12,Fortnightly
18,Male,Accessories,48,Louisiana,Spring,4.4,20,Quarterly
62,Male,Footwear,72,Pennsylvania,Fall,3.7,37,Quarterly
29,Male,Accessories,64,Michigan,Spring,4.4,26,Fortnightly
21,Male,Footwear,63,South Carolina,Spring,2.5,14,Weekly
42,Male,Footwear,51,Arizona,Spring,2.6,12,Bi-Weekly
43,Male,Footwear,55,Delaware,Spring,5.0,10,Annually
58,Male,Clothing,55,Kentucky,Spring,4.9,19,Annually
27,Male,Clothing,26,Georgia,Summer,3.7,4,Weekly
57,Male,Clothing,67,North Carolina,Summer,3.1,48,Quarterly
40,Male,Outerwear,31,California,Fall,3.2,37,Monthly
45,Male,Clothing,66,California,Winter,4.4,4,Monthly
47,Male,Accessories,67,Indiana,Summer,4.3,15,Weekly
61,Male,Footwear,61,Colorado,Winter,3.0,33,Weekly
60,Male,Outerwear,75,Colorado,Fall,3.5,30,Quarterly
69,Male,Clothing,90,North Carolina,Spring,3.6,23,Monthly
58,Male,Clothing,40,Washington,Summer,3.8,2,Weekly
34,Male,Clothing,90,Florida,Fall,3.6,50,Every 3 Months
20,Male,Accessories,20,Washington,Spring,4.6,34,Bi-Weekly
56,Male,Accessories,40,Colorado,Summer,2.5,33,Weekly
64,Male,Accessories,33,New Hampshire,Fall,3.5,34,Monthly
56,Male,Footwear,98,Maryland,Spring,4.0,39,Every 3 Months
27,Male,Accessories,42,Maryland,Spring,3.5,47,Quarterly
35,Male,Outerwear,62,Texas,Summer,3.2,37,Monthly
24,Male,Accessories,45,New Mexico,Winter,3.5,40,Bi-Weekly
26,Male,Footwear,78,Utah,Summer,3.4,8,Bi-Weekly
32,Male,Accessories,80,West Virginia,Fall,5.0,12,Annually
54,Male,Accessories,96,Connecticut,Spring,4.5,36,Monthly
62,Male,Accessories,47,West Virginia,Summer,2.8,48,Weekly
50,Male,Clothing,84,Ohio,Winter,4.9,47,Fortnightly
70,Male,Footwear,31,Texas,Spring,3.1,2,Monthly
48,Male,Accessories,63,Washington,Spring,4.8,24,Weekly
20,Male,Clothing,97,Wisconsin,Spring,2.7,40,Bi-Weekly
46,Male,Outerwear,99,Louisiana,Winter,4.6,50,Weekly
51,Male,Footwear,90,Iowa,Winter,4.4,25,Weekly
53,Male,Footwear,68,New York,Fall,3.2,20,Monthly
44,Male,Accessories,80,Idaho,Spring,3.0,10,Weekly
29,Male,Footwear,91,Delaware,Summer,4.9,32,Quarterly
64,Male,Clothing,30,Kentucky,Spring,3.6,31,Fortnightly
51,Male,Footwear,90,Connecticut,Spring,3.8,48,Bi-Weekly
50,Male,Clothing,28,New Mexico,Spring,2.9,23,Monthly
43,Male,Clothing,46,Georgia,Winter,3.9,1,Bi-Weekly
61,Male,Clothing,60,Washington,Fall,3.6,4,Fortnightly
55,Male,Footwear,59,North Dakota,Spring,3.5,3,Bi-Weekly
56,Male,Accessories,68,Ohio,Fall,4.0,3,Bi-Weekly
33,Male,Accessories,79,Tennessee,Summer,4.8,44,Annually
43,Male,Accessories,94,New York,Winter,3.9,5,Bi-Weekly
21,Male,Clothing,83,Michigan,Summer,4.5,50,Quarterly
58,Male,Accessories,62,Georgia,Spring,4.8,2,Annually
41,Male,Accessories,85,New Mexico,Spring,2.6,29,Annually
39,Male,Clothing,30,Louisiana,Summer,3.1,11,Annually
54,Male,Clothing,24,South Dakota,Spring,4.7,37,Fortnightly
43,Male,Accessories,25,Montana,Spring,2.9,32,Fortnightly
28,Male,Footwear,37,New Mexico,Summer,3.8,27,Annually
59,Male,Accessories,69,South Carolina,Summer,3.8,31,Bi-Weekly
28,Male,Footwear,97,Ohio,Summer,3.0,36,Fortnightly
68,Male,Accessories,24,North Carolina,Summer,4.1,34,Weekly
20,Male,Accessories,30,Idaho,Summer,3.4,15,Every 3 Months
21,Male,Outerwear,53,Oklahoma,Fall,2.5,14,Annually
50,Male,Clothing,70,Georgia,Spring,4.9,46,Weekly
32,Male,Clothing,76,Kentucky,Winter,2.8,33,Bi-Weekly
24,Male,Accessories,95,Delaware,Fall,4.5,41,Annually
55,Male,Outerwear,51,Massachusetts,Winter,4.9,39,Weekly
61,Male,Accessories,41,Nebraska,Winter,4.9,7,Annually
61,Male,Accessories,71,Maine,Winter,3.5,29,Every 3 Months
28,Male,Clothing,66,Pennsylvania,Summer,3.5,18,Quarterly
60,Male,Clothing,84,Nebraska,Winter,4.9,15,Annually
49,Male,Accessories,95,Virginia,Winter,3.0,39,Bi-Weekly
33,Male,Accessories,90,Ohio,Summer,2.8,11,Monthly
45,Male,Clothing,36,Nebraska,Summer,3.7,4,Fortnightly
29,Male,Accessories,22,Ohio,Spring,3.6,33,Bi-Weekly
58,Male,Outerwear,89,Kentucky,Winter,3.3,37,Quarterly
22,Male,Footwear,50,Tennessee,Spring,3.4,32,Quarterly
55,Male,Footwear,36,Maine,Fall,4.0,44,Quarterly
19,Male,Clothing,52,Montana,Spring,4.6,41,Quarterly
68,Male,Clothing,29,Maryland,Fall,4.2,44,Weekly
61,Male,Clothing,89,Georgia,Fall,2.8,32,Annually
68,Male,Accessories,47,Hawaii,Fall,3.7,13,Monthly
52,Male,Accessories,25,Rhode Island,Spring,3.4,48,Quarterly
41,Male,Clothing,74,Nebraska,Fall,3.0,3,Weekly
29,Male,Accessories,46,Michigan,Fall,4.8,39,Monthly
68,Male,Clothing,22,North Carolina,Fall,4.0,7,Fortnightly
36,Male,Clothing,25,Minnesota,Summer,4.9,11,Fortnightly
55,Male,Accessories,80,Maryland,Spring,4.9,47,Weekly
28,Male,Clothing,76,Hawaii,Spring,3.3,28,Fortnightly
39,Male,Clothing,30,Oregon,Summer,4.4,17,Every 3 Months
54,Male,Clothing,79,New Mexico,Fall,3.5,11,Bi-Weekly
40,Male,Footwear,22,Illinois,Winter,4.2,12,Annually
31,Male,Clothing,36,Utah,Fall,4.2,7,Fortnightly
30,Male,Clothing,77,Maine,Fall,2.7,19,Fortnightly
45,Male,Accessories,33,Virginia,Fall,2.8,24,Quarterly
48,Male,Footwear,64,Florida,Winter,3.8,19,Monthly
45,Male,Clothing,53,Ohio,Fall,2.6,39,Annually
60,Male,Footwear,36,Virginia,Fall,3.0,1,Fortnightly
59,Male,Clothing,70,Kansas,Spring,3.3,10,Bi-Weekly
18,Male,Clothing,96,Arkansas,Winter,4.9,48,Quarterly
70,Male,Outerwear,27,Massachusetts,Spring,3.3,24,Annually
20,Male,Clothing,64,Idaho,Winter,2.9,42,Fortnightly
65,Male,Outerwear,23,Wisconsin,Spring,4.4,20,Weekly
29,Male,Accessories,33,New Mexico,Summer,3.1,49,Every 3 Months
22,Male,Outerwear,34,North Carolina,Winter,2.5,25,Monthly
27,Male,Clothing,35,Iowa,Summer,2.6,21,Every 3 Months
36,Male,Outerwear,62,Idaho,Summer,4.4,12,Every 3 Months
59,Male,Footwear,75,Ohio,Fall,2.6,21,Every 3 Months
62,Male,Clothing,29,Alabama,Summer,3.3,35,Monthly
34,Male,Accessories,28,Wyoming,Spring,3.5,42,Every 3 Months
59,Male,Clothing,20,Alabama,Spring,4.1,3,Every 3 Months
49,Male,Outerwear,96,Mississippi,Winter,4.0,11,Bi-Weekly
18,Male,Clothing,43,Pennsylvania,Summer,2.7,22,Quarterly
55,Male,Clothing,94,Wyoming,Fall,2.5,47,Weekly
38,Male,Clothing,81,Maryland,Fall,4.3,33,Every 3 Months
50,Male,Accessories,75,North Carolina,Summer,3.3,50,Weekly
61,Male,Accessories,81,Pennsylvania,Summer,2.6,46,Monthly
48,Male,Clothing,92,Idaho,Fall,3.5,34,Fortnightly
22,Male,Accessories,96,California,Spring,4.0,33,Monthly
48,Male,Accessories,71,Tennessee,Fall,2.6,45,Fortnightly
57,Male,Accessories,50,Missouri,Summer,4.9,32,Bi-Weekly
33,Male,Outerwear,72,North Dakota,Spring,2.9,47,Bi-Weekly
58,Male,Outerwear,28,West Virginia,Winter,3.7,5,Quarterly
37,Male,Clothing,59,Arizona,Fall,4.4,49,Fortnightly
18,Male,Outerwear,33,Oklahoma,Summer,4.4,48,Monthly
65,Male,Accessories,59,Pennsylvania,Fall,3.8,22,Every 3 Months
62,Male,Accessories,30,Idaho,Spring,4.5,45,Annually
54,Male,Accessories,85,South Carolina,Winter,2.6,30,Quarterly
35,Male,Accessories,97,Washington,Summer,3.3,43,Weekly
34,Male,Clothing,36,Arkansas,Fall,4.1,48,Quarterly
25,Male,Accessories,85,Utah,Winter,3.0,23,Fortnightly
53,Male,Accessories,62,Alaska,Winter,3.0,27,Bi-Weekly
45,Male,Clothing,71,West Virginia,Winter,3.4,7,Monthly
49,Male,Clothing,21,Louisiana,Winter,2.7,2,Weekly
40,Male,Accessories,61,Arizona,Spring,3.8,33,Bi-Weekly
38,Male,Accessories,58,Connecticut,Spring,4.2,27,Fortnightly
44,Male,Clothing,80,North Carolina,Spring,4.7,6,Fortnightly
68,Male,Accessories,50,South Dakota,Spring,4.1,20,Quarterly
60,Male,Footwear,48,Delaware,Winter,4.2,46,Every 3 Months
25,Male,Accessories,40,Connecticut,Winter,4.8,25,Quarterly
19,Male,Outerwear,34,Tennessee,Summer,3.0,30,Quarterly
57,Male,Outerwear,46,New Hampshire,Fall,2.6,48,Annually
58,Male,Accessories,27,Vermont,Summer,3.2,47,Weekly
49,Male,Accessories,98,Idaho,Spring,3.6,27,Weekly
19,Male,Clothing,73,North Carolina,Fall,2.6,45,Fortnightly
50,Male,Clothing,28,Nevada,Spring,4.4,2,Weekly
30,Male,Accessories,76,Delaware,Fall,3.0,39,Fortnightly
52,Male,Clothing,83,Texas,Fall,2.9,24,Fortnightly
35,Male,Clothing,23,Tennessee,Spring,4.3,8,Bi-Weekly
35,Male,Accessories,28,Delaware,Fall,3.1,8,Quarterly
33,Male,Clothing,83,Massachusetts,Spring,3.0,6,Every 3 Months
52,Male,Clothing,96,Minnesota,Winter,3.6,12,Fortnightly
69,Male,Footwear,62,Texas,Fall,2.8,26,Weekly
27,Male,Clothing,25,Nebraska,Fall,2.8,50,Fortnightly
66,Male,Clothing,97,Oklahoma,Winter,4.9,2,Weekly
28,Male,Clothing,61,Texas,Fall,3.0,31,Bi-Weekly
22,Male,Footwear,66,New York,Summer,4.1,4,Bi-Weekly
69,Male,Clothing,67,Washington,Spring,4.6,32,Quarterly
28,Male,Accessories,80,Maryland,Summer,4.8,11,Bi-Weekly
55,Male,Clothing,25,New Hampshire,Fall,2.6,47,Every 3 Months
30,Male,Accessories,58,New York,Fall,4.0,37,Weekly
67,Male,Accessories,96,Hawaii,Winter,4.2,39,Fortnightly
25,Male,Accessories,77,California,Spring,4.5,24,Monthly
49,Male,Accessories,65,Indiana,Summer,4.9,11,Every 3 Months
34,Male,Accessories,36,Louisiana,Spring,3.1,36,Weekly
22,Male,Footwear,84,Pennsylvania,Winter,4.0,40,Monthly
63,Male,Clothing,58,Florida,Fall,3.2,25,Quarterly
70,Male,Accessories,62,North Carolina,Spring,4.3,12,Annually
36,Male,Accessories,67,Massachusetts,Fall,2.5,38,Monthly
42,Male,Clothing,20,Iowa,Spring,4.9,40,Quarterly
27,Male,Footwear,90,North Dakota,Summer,2.7,10,Weekly
23,Male,Accessories,58,Iowa,Winter,3.4,47,Fortnightly
50,Male,Clothing,53,Delaware,Spring,4.8,22,Monthly
56,Male,Accessories,30,New York,Winter,4.7,35,Monthly
37,Male,Clothing,65,New Hampshire,Winter,4.7,46,Fortnightly
67,Male,Accessories,41,Kentucky,Summer,3.9,30,Bi-Weekly
67,Male,Clothing,73,Illinois,Spring,3.7,20,Monthly
50,Male,Clothing,98,North Carolina,Spring,4.3,25,Fortnightly
36,Male,Footwear,36,Connecticut,Winter,4.1,29,Weekly
62,Male,Clothing,81,Wisconsin,Summer,4.6,2,Every 3 Months
65,Male,Clothing,90,Massachusetts,Winter,3.6,32,Quarterly
23,Male,Accessories,83,Illinois,Summer,4.8,37,Monthly
46,Male,Clothing,91,New Mexico,Winter,2.8,16,Every 3 Months
18,Male,Clothing,36,Iowa,Summer,4.7,32,Fortnightly
58,Male,Outerwear,53,Alabama,Spring,3.9,42,Bi-Weekly
31,Male,Clothing,39,Maryland,Winter,2.6,6,Every 3 Months
39,Male,Accessories,33,Ohio,Winter,4.7,23,Fortnightly
69,Male,Clothing,76,Ohio,Spring,3.5,27,Bi-Weekly
68,Male,Footwear,23,Nevada,Winter,4.4,43,Quarterly
41,Male,Clothing,54,South Carolina,Fall,4.4,25,Fortnightly
31,Male,Footwear,89,Nevada,Summer,3.0,30,Every 3 Months
48,Male,Footwear,38,Wisconsin,Summer,4.2,7,Every 3 Months
59,Male,Accessories,36,Tennessee,Winter,4.3,17,Annually
34,Male,Clothing,66,Florida,Spring,2.6,10,Fortnightly
21,Male,Accessories,42,Georgia,Spring,3.3,40,Annually
29,Male,Accessories,36,Kentucky,Winter,2.7,50,Bi-Weekly
41,Male,Clothing,86,Ohio,Spring,4.2,24,Weekly
62,Male,Accessories,49,Connecticut,Fall,4.0,8,Every 3 Months
27,Male,Clothing,41,Idaho,Summer,4.0,6,Quarterly
49,Male,Clothing,82,Georgia,Spring,2.9,44,Bi-Weekly
67,Male,Clothing,53,Tennessee,Fall,2.6,47,Quarterly
20,Male,Footwear,21,Hawaii,Summer,4.8,6,Every 3 Months
37,Male,Accessories,66,Maryland,Fall,4.4,11,Quarterly
69,Male,Accessories,89,Nevada,Summer,4.0,41,Annually
66,Male,Accessories,55,New Hampshire,Fall,3.6,46,Every 3 Months
37,Male,Accessories,42,North Dakota,Summer,3.2,9,Bi-Weekly
63,Male,Clothing,52,Oklahoma,Fall,3.1,37,Monthly
47,Male,Footwear,92,North Carolina,Winter,4.2,13,Weekly
26,Male,Clothing,56,Tennessee,Summer,3.0,24,Monthly
68,Male,Clothing,96,Montana,Winter,4.2,47,Quarterly
51,Male,Clothing,64,Wisconsin,Winter,2.9,21,Every 3 Months
48,Male,Clothing,48,Connecticut,Winter,3.7,22,Fortnightly
60,Male,Clothing,83,New Jersey,Summer,3.6,16,Quarterly
68,Male,Accessories,91,Mississippi,Summer,3.6,37,Fortnightly
25,Male,Accessories,94,Wyoming,Fall,4.5,3,Annually
57,Male,Clothing,62,Illinois,Spring,3.2,33,Bi-Weekly
41,Male,Clothing,55,Louisiana,Spring,3.9,15,Annually
59,Male,Outerwear,68,Oregon,Spring,4.6,42,Bi-Weekly
44,Male,Accessories,76,South Dakota,Winter,2.5,42,Bi-Weekly
42,Male,Accessories,31,Michigan,Winter,4.3,19,Bi-Weekly
35,Male,Accessories,81,New Jersey,Spring,4.1,26,Quarterly
36,Male,Clothing,83,Oregon,Winter,4.6,39,Quarterly
54,Male,Clothing,21,Iowa,Spring,4.8,24,Monthly
37,Male,Clothing,22,South Carolina,Spring,4.9,23,Annually
20,Male,Clothing,33,Indiana,Summer,2.8,44,Annually
23,Male,Clothing,23,Oregon,Spring,4.9,34,Monthly
61,Male,Clothing,96,New York,Summer,3.5,43,Quarterly
37,Male,Accessories,21,New Mexico,Spring,3.8,45,Quarterly
23,Male,Clothing,39,Louisiana,Spring,4.5,4,Weekly
63,Male,Accessories,73,South Carolina,Fall,3.4,19,Annually
47,Male,Clothing,64,Maine,Spring,3.9,29,Monthly
63,Male,Clothing,68,Indiana,Summer,4.1,27,Annually
56,Male,Accessories,89,Iowa,Fall,3.0,37,Every 3 Months
68,Male,Clothing,29,Mississippi,Summer,3.3,11,Weekly
64,Male,Clothing,97,Arkansas,Summer,4.9,28,Annually
62,Male,Clothing,45,South Carolina,Winter,4.3,31,Weekly
34,Male,Clothing,70,Indiana,Winter,4.1,50,Quarterly
49,Male,Outerwear,56,Florida,Summer,4.0,42,Quarterly
40,Male,Outerwear,55,Alaska,Fall,5.0,18,Fortnightly
50,Male,Clothing,46,New York,Winter,3.1,6,Fortnightly
25,Male,Accessories,95,Texas,Winter,4.0,33,Monthly
30,Male,Accessories,88,North Dakota,Winter,3.2,13,Bi-Weekly
54,Male,Footwear,92,Vermont,Fall,3.9,26,Annually
40,Male,Clothing,49,New Jersey,Summer,3.9,17,Annually
49,Male,Footwear,89,Maryland,Fall,4.5,3,Weekly
27,Male,Outerwear,22,Connecticut,Winter,4.4,7,Weekly
27,Male,Footwear,61,Illinois,Summer,3.1,46,Fortnightly
48,Male,Accessories,29,Maryland,Spring,2.9,14,Every 3 Months
40,Male,Footwear,82,Minnesota,Winter,3.7,23,Annually
67,Male,Accessories,94,Florida,Spring,3.2,20,Every 3 Months
52,Male,Accessories,99,California,Spring,3.5,38,Fortnightly
22,Male,Accessories,59,Mississippi,Fall,3.0,16,Every 3 Months
62,Male,Footwear,90,Washington,Summer,4.1,48,Every 3 Months
20,Male,Footwear,100,Wisconsin,Winter,2.9,8,Annually
41,Male,Clothing,62,Pennsylvania,Winter,3.8,16,Monthly
34,Male,Accessories,78,Missouri,Fall,4.1,5,Quarterly
23,Male,Clothing,94,Oklahoma,Spring,4.6,14,Every 3 Months
32,Male,Footwear,74,Pennsylvania,Summer,2.5,18,Weekly
68,Male,Accessories,52,Kentucky,Spring,3.7,14,Every 3 Months
30,Male,Outerwear,81,Vermont,Fall,3.8,5,Every 3 Months
66,Male,Clothing,20,Oregon,Winter,2.6,15,Every 3 Months
62,Male,Clothing,32,Utah,Summer,3.7,3,Every 3 Months
50,Male,Footwear,63,Nebraska,Fall,2.6,12,Every 3 Months
55,Male,Footwear,79,Pennsylvania,Spring,3.1,43,Every 3 Months
19,Male,Clothing,23,Vermont,Winter,2.5,35,Bi-Weekly
67,Male,Accessories,64,Kentucky,Winter,4.9,36,Quarterly
18,Male,Clothing,69,Iowa,Winter,4.5,3,Quarterly
58,Male,Clothing,69,Indiana,Fall,3.4,27,Annually
69,Male,Clothing,24,Kansas,Winter,3.9,21,Weekly
62,Male,Clothing,50,Illinois,Summer,3.7,18,Weekly
28,Male,Accessories,97,North Carolina,Fall,2.6,16,Weekly
53,Male,Footwear,91,Ohio,Fall,3.4,18,Bi-Weekly
27,Male,Clothing,37,Illinois,Spring,4.9,19,Bi-Weekly
55,Male,Outerwear,55,Indiana,Winter,3.9,1,Annually
34,Male,Accessories,52,Kansas,Winter,3.6,39,Annually
25,Male,Accessories,80,Illinois,Spring,4.6,49,Monthly
66,Male,Clothing,79,Pennsylvania,Spring,4.0,43,Fortnightly
57,Male,Accessories,23,New York,Summer,3.6,31,Every 3 Months
46,Male,Clothing,73,Utah,Winter,3.5,40,Every 3 Months
38,Male,Accessories,99,New Jersey,Fall,4.1,2,Bi-Weekly
23,Male,Clothing,22,Idaho,Spring,3.0,46,Every 3 Months
42,Male,Accessories,68,New Mexico,Summer,4.4,35,Every 3 Months
25,Male,Clothing,92,Michigan,Spring,4.4,42,Quarterly
55,Male,Clothing,77,Wyoming,Winter,3.7,3,Fortnightly
62,Male,Outerwear,37,New Jersey,Spring,4.8,32,Every 3 Months
41,Male,Accessories,79,New Jersey,Winter,2.9,48,Annually
58,Male,Clothing,51,Hawaii,Winter,3.1,34,Weekly
56,Male,Clothing,27,Nevada,Summer,4.0,15,Quarterly
25,Male,Clothing,23,New Hampshire,Spring,3.0,22,Annually
70,Male,Clothing,76,Indiana,Summer,3.9,2,Monthly
42,Male,Clothing,31,New York,Fall,3.4,30,Weekly
27,Male,Clothing,60,Louisiana,Winter,2.7,27,Monthly
65,Male,Clothing,99,Virginia,Spring,3.5,18,Bi-Weekly
62,Male,Accessories,37,Wisconsin,Winter,3.0,8,Annually
62,Male,Footwear,50,Oregon,Winter,4.5,48,Fortnightly
52,Male,Clothing,26,New Hampshire,Winter,4.1,24,Monthly
56,Male,Clothing,86,Indiana,Spring,5.0,43,Monthly
28,Male,Footwear,41,Massachusetts,Fall,4.0,8,Quarterly
39,Male,Footwear,23,Montana,Winter,4.9,49,Annually
54,Male,Footwear,56,California,Spring,3.3,2,Bi-Weekly
30,Male,Accessories,68,Indiana,Fall,4.1,38,Fortnightly
45,Male,Outerwear,48,West Virginia,Winter,3.6,4,Fortnightly
68,Male,Clothing,67,Minnesota,Spring,3.0,31,Every 3 Months
47,Male,Footwear,87,Ohio,Spring,4.1,34,Every 3 Months
68,Male,Clothing,64,Minnesota,Fall,3.9,45,Monthly
63,Male,Clothing,93,Virginia,Spring,4.1,30,Quarterly
20,Male,Clothing,29,Connecticut,Summer,2.8,2,Fortnightly
29,Male,Footwear,62,Tennessee,Winter,4.8,44,Monthly
41,Male,Clothing,70,Delaware,Winter,4.6,1,Bi-Weekly
52,Male,Clothing,92,Vermont,Winter,2.5,1,Bi-Weekly
32,Male,Clothing,79,Louisiana,Spring,2.7,27,Weekly
20,Male,Clothing,31,North Dakota,Fall,4.0,14,Every 3 Months
47,Male,Clothing,83,Oregon,Spring,2.7,41,Weekly
23,Male,Outerwear,88,Idaho,Winter,2.9,25,Bi-Weekly
43,Male,Accessories,53,Vermont,Spring,3.0,47,Quarterly
67,Male,Clothing,98,West Virginia,Fall,3.3,20,Annually
70,Male,Accessories,57,Kentucky,Spring,4.3,42,Annually
35,Male,Footwear,80,Wisconsin,Winter,4.4,16,Monthly
41,Male,Clothing,29,Mississippi,Spring,4.1,32,Every 3 Months
54,Male,Accessories,73,Missouri,Spring,3.1,37,Quarterly
55,Male,Clothing,32,Arkansas,Fall,4.5,1,Monthly
51,Male,Footwear,68,Wyoming,Spring,4.8,37,Weekly
19,Male,Clothing,97,Rhode Island,Spring,5.0,5,Quarterly
28,Male,Clothing,98,Utah,Fall,2.8,31,Fortnightly
63,Male,Clothing,56,Maryland,Fall,3.7,18,Annually
30,Male,Clothing,78,Georgia,Winter,4.4,39,Every 3 Months
29,Male,Accessories,81,New Jersey,Spring,4.5,8,Bi-Weekly
24,Male,Clothing,68,New Hampshire,Winter,3.0,20,Monthly
69,Male,Clothing,94,Oregon,Winter,3.9,23,Every 3 Months
65,Male,Clothing,93,Arkansas,Spring,3.9,38,Fortnightly
64,Male,Accessories,99,North Carolina,Fall,3.5,45,Fortnightly
40,Male,Accessories,49,West Virginia,Winter,4.9,44,Fortnightly
24,Male,Clothing,28,Utah,Winter,3.4,20,Monthly
66,Male,Accessories,93,South Dakota,Winter,4.1,34,Bi-Weekly
35,Male,Outerwear,24,New Hampshire,Fall,2.9,10,Weekly
67,Male,Clothing,35,Maryland,Spring,3.4,3,Annually
69,Male,Footwear,68,South Dakota,Spring,3.2,23,Fortnightly
26,Male,Accessories,61,Kentucky,Summer,3.9,42,Annually
23,Male,Clothing,74,Florida,Fall,4.1,30,Annually
27,Male,Clothing,64,Texas,Summer,4.5,21,Every 3 Months
30,Male,Footwear,60,New Mexico,Fall,2.8,50,Weekly
48,Male,Clothing,29,South Dakota,Spring,2.8,16,Bi-Weekly
44,Male,Footwear,85,New Jersey,Summer,4.6,32,Annually
29,Male,Clothing,81,Indiana,Summer,3.0,14,Fortnightly
29,Male,Accessories,23,Louisiana,Fall,3.6,42,Bi-Weekly
67,Male,Clothing,100,West Virginia,Spring,4.5,47,Every 3 Months
